Level,Code/Description,Code1,Concat1,concat2,concat3,concat4,concat5,concat6,concat8,THE CODE,Code2b,code3b,Code4b,Code5b,Code6b,Code7b,Code8b,Level 1,Code22,Level 2,Code32,Level 3,Code42,Level 4,Level 5,Level 6,Level 7,Level 8,Global,Country 1,Country 2,Country 3,EU/ROW split
6,"                        30.9A: Motor cycles, bicyles & invalid carriage",C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C2,C4_C2_C1_C2_C2_C2,,,C4_C2_C1_C2_C2_C2,C2,C1,C2,C2,C2,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78C: Road vehicles other than cars (consumer),"                        30.9A: Motor cycles, bicyles & invalid carriage",,,,,,,
5,                    78I: Road vehicles other than cars (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C3,,,,C4_C2_C1_C2_C3,C2,C1,C2,C3,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78I: Road vehicles other than cars (intermediate),,,,,,,,
6,                        29.2C: Motor vehicle bodies and parts of trailers & other vehicles,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C3,C4_C2_C1_C2_C3_C1,,,C4_C2_C1_C2_C3_C1,C2,C1,C2,C3,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78I: Road vehicles other than cars (intermediate),                        29.2C: Motor vehicle bodies and parts of trailers & other vehicles,,,,,,,
6,                        29.3B: Other motor vehicle parts & accessories,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C3,C4_C2_C1_C2_C3_C2,,,C4_C2_C1_C2_C3_C2,C2,C1,C2,C3,C2,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78I: Road vehicles other than cars (intermediate),                        29.3B: Other motor vehicle parts & accessories,,,,,,,
6,"                        30.9C: Motor cycle, bicycle & invalid carriage parts & accessories",C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C3,C4_C2_C1_C2_C3_C3,,,C4_C2_C1_C2_C3_C3,C2,C1,C2,C3,C3,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78I: Road vehicles other than cars (intermediate),"                        30.9C: Motor cycle, bicycle & invalid carriage parts & accessories",,,,,,,
5,                    78K: Road vehicles other than cars (capital),C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C4,,,,C4_C2_C1_C2_C4,C2,C1,C2,C4,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78K: Road vehicles other than cars (capital),,,,,,,,
6,                        28.3E: Self-loading trailers for agriculture,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C4,C4_C2_C1_C2_C4_C1,,,C4_C2_C1_C2_C4_C1,C2,C1,C2,C4,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78K: Road vehicles other than cars (capital),                        28.3E: Self-loading trailers for agriculture,,,,,,,
6,                        28.9I: Dumpers for off-highway use,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C4,C4_C2_C1_C2_C4_C2,,,C4_C2_C1_C2_C4_C2,C2,C1,C2,C4,C2,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78K: Road vehicles other than cars (capital),                        28.9I: Dumpers for off-highway use,,,,,,,
6,                        29.1C: Other road motor vehicles,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C4,C4_C2_C1_C2_C4_C3,,,C4_C2_C1_C2_C4_C3,C2,C1,C2,C4,C3,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78K: Road vehicles other than cars (capital),                        29.1C: Other road motor vehicles,,,,,,,
6,                        29.2B: Other trailers,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C4,C4_C2_C1_C2_C4_C4,,,C4_C2_C1_C2_C4_C4,C2,C1,C2,C4,C4,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78K: Road vehicles other than cars (capital),                        29.2B: Other trailers,,,,,,,
6,                        30.9B: Vehicles not mechanically propelled,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C4,C4_C2_C1_C2_C4_C5,,,C4_C2_C1_C2_C4_C5,C2,C1,C2,C4,C5,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78K: Road vehicles other than cars (capital),                        30.9B: Vehicles not mechanically propelled,,,,,,,
4,                79: Other transport equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C3,,,,,C4_C2_C1_C3,C2,C1,C3,,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                79: Other transport equipment,,,,,,,,,
5,                    791I: Railway equipment (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C3,C4_C2_C1_C3_C1,,,,C4_C2_C1_C3_C1,C2,C1,C3,C1,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                79: Other transport equipment,                    791I: Railway equipment (intermediate),,,,,,,,
6,                        30.2B: Railway parts,C4,C4_C2,C4_C2_C1,C4_C2_C1_C3,C4_C2_C1_C3_C1,C4_C2_C1_C3_C1_C1,,,C4_C2_C1_C3_C1_C1,C2,C1,C3,C1,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                79: Other transport equipment,                    791I: Railway equipment (intermediate),                        30.2B: Railway parts,,,,,,,
5,                    791K: Railway equipment (capital),C4,C4_C2,C4_C2_C1,C4_C2_C1_C3,C4_C2_C1_C3_C2,,,,C4_C2_C1_C3_C2,C2,C1,C3,C2,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                79: Other transport equipment,                    791K: Railway equipment (capital),,,,,,,,
6,                        30.2A: Railway vehicles & equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C3,C4_C2_C1_C3_C2,C4_C2_C1_C3_C2_C1,,,C4_C2_C1_C3_C2_C1,C2,C1,C3,C2,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                79: Other transport equipment,                    791K: Railway equipment (capital),                        30.2A: Railway vehicles & equipment,,,,,,,
5,                    792/3: Ships & aircraft,C4,C4_C2,C4_C2_C1,C4_C2_C1_C3,C4_C2_C1_C3_C3,,,,C4_C2_C1_C3_C3,C2,C1,C3,C3,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                79: Other transport equipment,                    792/3: Ships & aircraft,,,,,,,,
